,CarModel,AgeOfCar,Price,OdoMeterReading,Gas Type,NoOfOwners,Brand,Brand Encoded,Broker,Direct Owner,Trustmark Broker,Manual,Automatic
468,Maruti SX4 VDI,12,0.027027027027027025,0.5099672210074339,1,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
469,Maruti Swift Dzire VDI,10,0.025900900900900897,-0.24048206001237168,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
470,Maruti Alto 800 LXI Airbag,9,0.025900900900900897,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
471,Tata Indica Vista Aqua 1.4 TDI,13,0.011824324324324323,0.3169945487451981,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
472,Skoda Yeti Ambition 4X2,11,0.07094594594594594,0.40276018086174736,1,2,Skoda,24,0.0,1.0,0.0,0.0,1.0
473,BMW X1 sDrive 20d xLine,6,0.30743243243243246,-1.1410211972361384,1,0,BMW,2,0.0,1.0,0.0,1.0,0.0
474,Tata Hexa XM,6,0.10698186936936936,-0.7765172607408042,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
475,Tata Indica GLS BS IV,14,0.005405405405405406,1.153209461881553,4,2,Tata,25,0.0,1.0,0.0,0.0,1.0
476,Ford Figo 1.5P Titanium AT,6,0.0849099099099099,-1.3820655062996998,4,0,Ford,8,1.0,0.0,0.0,1.0,0.0
477,Fiat Avventura Urban Cross 1.3 Multijet Emotion,5,0.07094594594594594,-0.6032063596412874,1,0,Fiat,6,1.0,0.0,0.0,0.0,1.0
478,Hyundai Verna 1.6 SX CRDi (O),9,0.059684684684684686,-0.3476891001580582,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
479,Hyundai Santro Xing GLS,14,0.013513513513513513,0.7243813012988068,4,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
480,Honda City 1.5 EXI,19,0.018018018018018014,2.8685221042125373,4,2,Honda,9,0.0,1.0,0.0,0.0,1.0
481,Maruti Baleno Alpha 1.2,6,0.06813063063063061,-0.3048062840997836,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
482,Hyundai Grand i10 CRDi Magna,6,0.05292792792792793,-0.004626571691861379,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
483,Hyundai Grand i10 Magna,8,0.03434684684684685,-0.8837243008864907,4,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
484,Maruti Swift Dzire VDi,13,0.03153153153153153,1.153209461881553,1,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
485,Ford Ecosport 1.5 DV5 MT Titanium Optional,9,0.04842342342342342,0.7054485380090786,1,0,Ford,8,1.0,0.0,0.0,0.0,1.0
486,Ford Figo Aspire 1.5 TDCi Titanium,6,0.07657657657657657,-0.3486110807033111,1,0,Ford,8,1.0,0.0,0.0,0.0,1.0
487,Honda City 1.5 EXI,18,0.009009009009009009,1.153209461881553,4,2,Honda,9,0.0,1.0,0.0,0.0,1.0
488,Maruti Vitara Brezza VDi Option,6,0.07545045045045044,-0.3476891001580582,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
489,Maruti Swift Vdi BSIII,14,0.018018018018018014,3.2973502647952833,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
490,Maruti Alto 800 LXI,4,0.03153153153153153,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
491,Nissan X-Trail SLX MT,13,0.0653153153153153,0.9387953815901798,1,2,Nissan,21,0.0,1.0,0.0,0.0,1.0
492,Maruti Alto LX,17,0.003603603603603603,1.153209461881553,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
493,Hyundai i10 Sportz 1.2 AT,10,0.03490990990990991,-0.6049859965077058,4,0,Hyundai,10,1.0,0.0,0.0,1.0,0.0
494,Maruti Swift Dzire AMT VDI,6,0.07826576576576576,-0.8837243008864907,1,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
495,Maruti Ciaz Zeta BSIV,4,0.1019144144144144,-1.183904013294413,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
496,Kia Seltos HTK Plus AT D,4,0.14414414414414414,-1.2053454213235502,1,0,Kia,14,0.0,1.0,0.0,1.0,0.0
497,Toyota Innova 2.5 VX 8 STR BSIV,11,0.07939189189189189,0.08113906042468783,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
498,Hyundai EON Era Plus,8,0.030968468468468468,-0.96948993300304,4,2,Hyundai,10,1.0,0.0,0.0,0.0,1.0
499,Maruti Alto K10 VXI,4,0.037162162162162164,-1.3125524614692368,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
500,Hyundai i20 Sportz 1.4 CRDi,5,0.0822072072072072,-0.7979586687699415,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
501,Maruti Ertiga ZDI,11,0.0518018018018018,1.153209461881553,1,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
502,Toyota Fortuner 4x2 AT,6,0.29054054054054057,-0.4085398161447499,1,0,Toyota,26,0.0,0.0,1.0,1.0,0.0
503,Renault KWID 1.0 RXT Optional,5,0.03153153153153153,-1.1946247173089817,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
504,Honda Amaze V CVT Petrol BSIV,5,0.07939189189189189,-0.8622828928573534,4,0,Honda,9,1.0,0.0,0.0,1.0,0.0
505,Hyundai Santro GS,18,0.006756756756756757,-0.20660463532633475,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
506,Maruti Wagon R VXi BSII,12,0.022522522522522518,-0.1547164278958225,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
507,Maruti Vitara Brezza ZDi Plus AMT,5,0.10754504504504503,-1.3232731654838055,1,0,Maruti,18,1.0,0.0,0.0,1.0,0.0
508,Ford Fiesta 1.6 ZXi Leather,17,0.006869369369369369,0.36868978350344817,4,0,Ford,8,0.0,1.0,0.0,0.0,1.0
509,Maruti Ertiga ZDI Plus,4,0.12162162162162161,-0.7765172607408042,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
510,Hyundai Santro GS,18,0.006756756756756757,-0.20660463532633475,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
511,Hyundai i20 Asta,13,0.027590090090090086,-0.3999203701170367,4,2,Hyundai,10,1.0,0.0,0.0,0.0,1.0
512,Mahindra Thar CRDe,6,0.08783783783783783,-0.8622828928573534,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
513,Hyundai i20 Active 1.2 SX,6,0.07657657657657657,-1.2053454213235502,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
514,Hyundai EON Magna Plus,8,0.025900900900900897,-0.7765172607408042,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
515,Mahindra XUV500 W6 2WD,7,0.09909909909909909,-0.4120133242454701,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
516,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,9,0.11599099099099097,0.660057077211395,1,2,Toyota,26,0.0,1.0,0.0,0.0,1.0
517,Renault Scala Diesel RxL,9,0.04279279279279279,-0.6693102205951177,1,0,Renault,23,0.0,1.0,0.0,0.0,1.0
518,Skoda Laura L n K 1.9 PD,15,0.018018018018018014,1.667803254580848,1,4,Skoda,24,0.0,1.0,0.0,0.0,1.0
519,Mahindra XUV500 W10 2WD,5,0.1554054054054054,-0.9909313410321773,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
520,Toyota Fortuner 4x4 MT,8,0.1554054054054054,1.153209461881553,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
521,Maruti Wagon R LXI,19,0.00563063063063063,0.5099672210074339,4,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
522,Maruti Alto K10 VXI,6,0.03434684684684685,-1.0981383811778638,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
523,Maruti Ertiga SHVS VDI,7,0.08783783783783783,0.08113906042468783,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
524,Tata Tigor 1.2 Revotron XZ Option,6,0.04673412162162162,-1.0431840523991849,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
525,Maruti Alto K10 VXI,8,0.02815315315315315,-0.14918454462430505,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
526,Toyota Innova 2.5 VX 8 STR,11,0.08783783783783783,0.9115862348012046,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
527,Maruti Swift Vdi BSIII,13,0.03265765765765766,0.7243813012988068,1,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
528,Honda BR-V i-DTEC VX MT,6,0.10472972972972971,-0.905165708915628,1,0,Honda,9,1.0,0.0,0.0,0.0,1.0
529,Maruti Swift Dzire VXI,8,0.04279279279279279,0.5099672210074339,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
530,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,3,0.14797297297297296,-1.3981036795054946,1,3,Ford,8,1.0,0.0,0.0,0.0,1.0
531,Mahindra Scorpio LX,14,0.04403153153153153,1.153209461881553,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
532,Skoda Laura Ambiente 2.0 TDI CR AT,11,0.04842342342342342,-0.37985121220176415,1,2,Skoda,24,0.0,1.0,0.0,1.0,0.0
533,Maruti Ciaz 1.4 AT Zeta,6,0.05405405405405405,-0.5621031804494312,4,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
534,Mahindra Xylo D4,13,0.033783783783783786,0.5099672210074339,1,4,Mahindra,17,0.0,1.0,0.0,0.0,1.0
535,Mahindra XUV500 AT W8 FWD,8,0.08108108108108107,-0.4548961403037447,1,0,Mahindra,17,1.0,0.0,0.0,1.0,0.0
536,Tata Safari Storme VX Varicor 400,7,0.09572060810810809,0.2955531407160608,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
537,Ford Figo Diesel Titanium,12,0.022522522522522518,0.08113906042468783,1,2,Ford,8,0.0,1.0,0.0,0.0,1.0
538,Maruti Swift Dzire VXI,10,0.051238738738738736,0.2955531407160608,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
539,Toyota Innova Crysta 2.4 VX MT 8S BSIV,6,0.2117117117117117,0.7243813012988068,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
540,Renault KWID RXT,6,0.03153153153153153,-1.2053454213235502,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
541,Tata Bolt Quadrajet XE,7,0.025900900900900897,1.153209461881553,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
542,Maruti Wagon R LX Minor,10,0.030405405405405404,-0.3048062840997836,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
543,Fiat Palio D 1.9 EL PS,20,0.003941441441441441,-0.6693102205951177,1,2,Fiat,6,0.0,1.0,0.0,0.0,1.0
544,Maruti Swift Dzire VDI,5,0.07657657657657657,-0.6003332109653831,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
545,Chevrolet Beat Diesel LS,11,0.015765765765765764,-0.3476891001580582,1,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
546,BMW 7 Series 730Ld,12,0.18918918918918917,0.7243813012988068,1,2,BMW,2,0.0,1.0,0.0,1.0,0.0
547,Renault KWID RXE,5,0.025337837837837836,-1.3007596870532112,4,2,Renault,23,0.0,1.0,0.0,0.0,1.0
548,Volkswagen Vento Petrol Highline,12,0.04279279279279279,-0.1332750198666852,4,0,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
549,Maruti 800 EX,22,0.0022522522522522522,-0.7765172607408042,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
550,Nissan Terrano XV Premium 110 PS,10,0.0822072072072072,0.2955531407160608,1,0,Nissan,21,0.0,1.0,0.0,0.0,1.0
551,Maruti Swift ZDi BSIV,7,0.05630630630630631,-0.5406617724202939,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
552,Maruti Ciaz VDi Plus,8,0.07207207207207206,0.660057077211395,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
553,Maruti Baleno Alpha 1.3,7,0.06249999999999999,-0.3476891001580582,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
554,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,7,0.05067567567567567,0.7243813012988068,1,2,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
555,Nissan Terrano XL 110 PS,10,0.0653153153153153,0.2955531407160608,1,0,Nissan,21,0.0,1.0,0.0,0.0,1.0
556,Tata Indica Vista TDI LS,12,0.019707207207207204,-0.1332750198666852,1,4,Tata,25,0.0,1.0,0.0,0.0,1.0
557,Tata Indica DLS,18,0.00563063063063063,0.2955531407160608,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
558,BMW 3 Series 320d Sport,10,0.22297297297297294,2.1657370732415036,1,0,BMW,2,1.0,0.0,0.0,1.0,0.0
559,Hyundai i20 1.2 Magna Executive,7,0.05799549549549549,-0.5971598825770706,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
560,Chevrolet Sail 1.3 LS,10,0.030405405405405404,-0.21904065198323439,1,0,Chevrolet,3,1.0,0.0,0.0,0.0,1.0
561,Honda City i DTec SV,9,0.0653153153153153,-0.8304852847501428,1,0,Honda,9,1.0,0.0,0.0,0.0,1.0
562,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,14,0.04842342342342342,2.6969908399794384,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
563,Maruti Swift Dzire VDI,10,0.053490990990990986,-0.7379227262883571,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
564,Chevrolet Cruze LTZ,12,0.03547297297297297,0.5099672210074339,1,2,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
565,Maruti Swift Dzire VDi,11,0.025900900900900897,1.582037622464299,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
566,Maruti Wagon R LXI Minor,16,0.00731981981981982,0.2955531407160608,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
567,Maruti Esteem Vxi - BSIII,17,0.00731981981981982,-0.1332750198666852,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
568,Maruti S-Cross Zeta DDiS 200 SH,8,0.0822072072072072,-0.43401220888336495,1,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
569,Volkswagen Vento Diesel Style Limited Edition,10,0.036036036036036036,0.40276018086174736,1,2,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
570,Mahindra Scorpio VLX 2WD BSIII,15,0.030968468468468468,1.153209461881553,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
571,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,8,0.059684684684684686,0.660057077211395,1,2,Ford,8,1.0,0.0,0.0,0.0,1.0
572,Chevrolet Enjoy TCDi LT 8 Seater,8,0.05405405405405405,-0.3476891001580582,1,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
573,Maruti Swift VXI Deca,6,0.048986486486486486,-0.5621031804494312,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
574,Honda BR-V i-DTEC VX MT,6,0.13164414414414413,-0.5621031804494312,1,0,Honda,9,1.0,0.0,0.0,0.0,1.0
575,Tata Nano Twist XE,9,0.013513513513513513,-0.4674179225927609,4,0,Tata,25,1.0,0.0,0.0,0.0,1.0
576,Maruti Wagon R LXI CNG,10,0.025900900900900897,0.10258046845382512,0,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
577,Maruti Zen LX,24,0.00563063063063063,0.08113906042468783,4,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
578,Honda City i DTEC VX,9,0.05630630630630631,0.9387953815901798,1,0,Honda,9,0.0,1.0,0.0,0.0,1.0
579,Tata Indigo LX Dicor,14,0.012387387387387387,-0.3476891001580582,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
580,Tata Indica Vista Aura Plus 1.3 Quadrajet,11,0.020270270270270268,0.08113906042468783,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
581,Mahindra Xylo D4,6,0.0653153153153153,0.7179488788900656,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
582,Maruti Zen Estilo LXI BSIII,15,0.013513513513513513,0.5099672210074339,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
583,Ambassador CLASSIC 1500 DSL AC,18,0.01126126126126126,-0.3476891001580582,1,2,Ambassador,0,0.0,1.0,0.0,0.0,1.0
584,Maruti Swift DDiS VDI,6,0.0653153153153153,1.153209461881553,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
585,Maruti 800 AC,10,0.009009009009009009,0.2955531407160608,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
586,Volkswagen Vento 1.5 TDI Highline Plus AT,6,0.09797297297297296,-0.5574075120910501,1,0,Volkswagen,27,1.0,0.0,0.0,1.0,0.0
587,Maruti 800 DUO AC LPG,14,0.00731981981981982,-0.3476891001580582,3,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
588,Maruti Wagon R VXI BS IV,6,0.04617117117117117,-1.0552555651195892,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
589,Tata Indica GLS BS IV,15,0.006756756756756757,2.8685221042125373,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
590,Maruti Wagon R LXI BS IV,13,0.010135135135135134,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
591,Fiat Punto EVO 1.3 Emotion,6,0.04842342342342342,0.08113906042468783,1,0,Fiat,6,0.0,1.0,0.0,0.0,1.0
592,Maruti Baleno Alpha CVT,5,0.09065315315315314,-1.179358434792236,4,0,Maruti,18,0.0,0.0,1.0,1.0,0.0
593,Volkswagen Ameo 1.5 TDI Highline,6,0.06981981981981981,-0.21904065198323439,1,0,Volkswagen,27,1.0,0.0,0.0,0.0,1.0
594,Hyundai Creta 1.6 VTVT AT SX Plus,5,0.16385135135135134,-1.1688950276740169,4,0,Hyundai,10,1.0,0.0,0.0,1.0,0.0
595,Honda Amaze VX i-DTEC,9,0.04842342342342342,1.603479030493436,1,2,Honda,9,0.0,1.0,0.0,0.0,1.0
596,Hyundai i20 Asta 1.2,8,0.0653153153153153,-0.037131746264033524,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
597,Mahindra Scorpio 2.6 Turbo 7 Str,15,0.03434684684684685,1.153209461881553,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
598,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,6,0.07094594594594594,-1.0120725693489065,4,0,Ford,8,1.0,0.0,0.0,0.0,1.0
599,Nissan Sunny XV D Premium Leather,8,0.04842342342342342,-0.3476891001580582,1,0,Nissan,21,0.0,1.0,0.0,0.0,1.0
600,Maruti Wagon R VXI Minor,14,0.014076576576576577,-0.3476891001580582,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
601,Mahindra KUV 100 D75 K2,6,0.043918806306306304,-0.5621031804494312,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
602,Hyundai Verna 1.6 VTVT SX,8,0.08333333333333333,-0.23319198128246502,4,0,Hyundai,10,0.0,0.0,1.0,0.0,1.0
603,Chevrolet Tavera Neo 3 9 Str BSIII,7,0.05405405405405405,1.153209461881553,1,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
604,Maruti Celerio ZXI AT,6,0.05518006756756757,-0.8837243008864907,4,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
605,Toyota Innova 2.5 G (Diesel) 7 Seater,10,0.07376126126126126,0.14546328451209972,1,0,Toyota,26,1.0,0.0,0.0,0.0,1.0
606,Tata Indica Vista Aura 1.3 Quadrajet,14,0.01295045045045045,0.5099672210074339,1,1,Tata,25,0.0,1.0,0.0,0.0,1.0
607,Maruti Swift VDI Optional,6,0.04954943693693693,-0.3476891001580582,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
608,Mahindra XUV500 W8 2WD,10,0.059684684684684686,3.3456363156769005,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
609,Toyota Etios Liva G,10,0.023648536036036033,-0.3476891001580582,4,2,Toyota,26,0.0,1.0,0.0,0.0,1.0
610,Mahindra Scorpio LX,10,0.04842342342342342,1.153209461881553,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
611,Volkswagen Polo 1.5 TDI Trendline,12,0.022522522522522518,-0.054863790704130076,1,0,Volkswagen,27,1.0,0.0,0.0,0.0,1.0
612,Mercedes-Benz S-Class S 350d Connoisseurs Edition,6,0.9155405405405405,-1.2803903494255309,1,0,Mercedes-Benz,19,1.0,0.0,0.0,1.0,0.0
613,Maruti Swift VDI BSIV,14,0.02815315315315315,1.153209461881553,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
614,Hyundai Santro Xing XS eRLX Euro III,17,0.014076576576576577,-0.3048062840997836,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
615,Hyundai Grand i10 Sportz,8,0.03153153153153153,0.5099672210074339,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
616,Maruti Alto LX,11,0.015202702702702702,-1.010721760643071,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
617,Toyota Fortuner 4x2 AT,6,0.29054054054054057,-0.4085398161447499,1,0,Toyota,26,0.0,0.0,1.0,1.0,0.0
618,Toyota Innova Crysta 2.4 VX MT BSIV,6,0.19707207207207206,-0.8837243008864907,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
619,Maruti Wagon R VXI Optional,6,0.030405405405405404,0.9387953815901798,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
620,Toyota Innova 2.5 GX 8 STR BSIV,11,0.04831081081081081,0.5099672210074339,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
621,Maruti 800 AC,16,0.008445945945945946,0.7243813012988068,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
622,Tata Indica Vista TDI LX,8,0.037162162162162164,-0.3476891001580582,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
623,Hyundai i10 Magna,14,0.024211711711711707,0.018251410675228123,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
624,Mercedes-Benz C-Class Progressive C 220d,5,0.42567567567567566,-1.2053454213235502,1,0,Mercedes-Benz,19,1.0,0.0,0.0,1.0,0.0
625,Tata Nano Twist XT,8,0.006981981981981982,-1.0123727490613146,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
626,Ford Figo Diesel ZXI,9,0.025900900900900897,0.7243813012988068,1,2,Ford,8,0.0,1.0,0.0,0.0,1.0
627,Maruti SX4 ZXI MT BSIV,12,0.014639639639639638,2.010865783047045,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
628,Hyundai Elite i20 Sportz Plus CVT BSIV,4,0.08085585585585585,-1.2482282373818248,4,0,Hyundai,10,0.0,1.0,0.0,1.0,0.0
629,Land Rover Discovery Sport SD4 HSE Luxury,7,0.3918918918918919,-0.2833648760706463,1,0,Land,15,1.0,0.0,0.0,1.0,0.0
630,Hyundai i20 Asta Option 1.4 CRDi,7,0.059684684684684686,-0.1332750198666852,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
631,Hyundai i20 Active 1.2 SX,7,0.0653153153153153,-0.7765172607408042,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
632,Maruti Wagon R VXI Minor ABS,13,0.027027027027027025,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
633,Hyundai i20 1.4 Sportz,6,0.07657657657657657,-0.6693102205951177,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
634,Maruti Ignis 1.2 AMT Delta BSIV,6,0.04842342342342342,-1.0981383811778638,4,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
635,Mahindra KUV 100 G80 K2,5,0.04842342342342342,-1.3125524614692368,4,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
636,Mahindra XUV300 W8 Option Diesel BSIV,4,0.11036036036036034,-1.2053454213235502,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
637,Mahindra XUV500 W6 2WD,10,0.07207207207207206,0.05969765239555053,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
638,Tata Tigor 1.2 Revotron XZ Option,4,0.07319819819819819,-1.0552555651195892,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
639,Maruti Alto 800 LXI,10,0.023085585585585582,-0.4120133242454701,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
640,Audi Q5 3.0 TDI Quattro Technology,5,0.43682432432432433,-0.9480485249739027,1,0,Audi,1,1.0,0.0,0.0,1.0,0.0
641,Honda WR-V i-VTEC VX,6,0.07939189189189189,-0.7770318545335035,4,0,Honda,9,1.0,0.0,0.0,0.0,1.0
642,Tata Indica Vista Aqua TDI BSIII,12,0.01126126126126126,0.08113906042468783,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
643,Mahindra Scorpio S11 BSIV,5,0.16666666666666666,-0.6693102205951177,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
644,Hyundai Verna 1.6 SX,11,0.04673412162162162,3.6189713852323426,1,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
645,Hyundai Santro Xing GLS,14,0.019707207207207204,-0.8407342777880704,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
646,Mahindra KUV 100 mFALCON G80 K2,7,0.04560810810810811,-0.8837243008864907,4,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
647,Datsun GO Plus A,8,0.03322072072072072,-0.4548961403037447,4,2,Datsun,5,0.0,1.0,0.0,0.0,1.0
648,Maruti SX4 ZDI,12,0.037162162162162164,0.8315883414444933,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
649,Honda Civic 1.8 V AT,14,0.021396396396396393,-0.05823009176470463,4,0,Honda,9,1.0,0.0,0.0,1.0,0.0
650,Volkswagen Vento New Diesel Highline,11,0.03490990990990991,0.42420158889088466,1,1,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
651,Maruti Swift 1.3 VXi,18,0.00731981981981982,1.1189032090349331,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
652,Hyundai EON Era Plus,9,0.023085585585585582,-0.7765172607408042,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
653,Ford Figo Diesel ZXI,11,0.030405405405405404,1.2604165020272393,1,2,Ford,8,0.0,1.0,0.0,0.0,1.0
654,Maruti Wagon R LX Minor,10,0.025900900900900897,0.08113906042468783,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
655,Hyundai Verna 1.6 CRDI,12,0.03153153153153153,1.3140200221000826,1,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
656,Honda BR-V i-DTEC VX MT,5,0.11486486486486486,-0.5192203643911566,1,0,Honda,9,0.0,1.0,0.0,0.0,1.0
657,Mahindra Xylo E4,12,0.03490990990990991,0.7243813012988068,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
658,Maruti 800 AC,21,0.006756756756756757,-0.5621031804494312,4,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
659,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,13,0.04279279279279279,1.153209461881553,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
660,Volkswagen Vento 1.6 Highline,8,0.05518006756756757,-0.4977789563620193,4,2,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
661,Mahindra Scorpio SLE BSIII,13,0.04279279279279279,2.5469009837754775,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
662,Maruti Ritz VDi,11,0.03434684684684685,1.1317680538524155,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
